txn_id,customer_id,amount,currency,status,created_at
40,CS-040,333.55,USD,pending,2026-09-14T11:25:00
41,CS-041,357.41,USD,declined,2026-09-14T05:39:00
42,CS-042,425.0,USD,pending,2026-09-14T19:04:00
43,CS-043,121.41,USD,pending,2026-09-14T00:45:00
44,CS-044,5.63,USD,pending,2026-09-14T09:39:00
45,CS-045,179.8,USD,pending,2026-09-14T23:33:00
46,CS-046,455.02,USD,declined,2026-09-14T02:27:00
47,CS-047,36.66,USD,declined,2026-09-14T23:05:00
48,CS-048,65.48,USD,approved,2026-09-14T20:06:00
49,CS-049,78.52,USD,pending,2026-09-14T14:53:00
50,CS-050,237.28,USD,approved,2026-09-14T13:54:00
51,CS-051,41.93,USD,approved,2026-09-14T04:25:00
52,CS-052,123.97,USD,approved,2026-09-14T17:11:00
53,CS-053,147.61,USD,pending,2026-09-14T21:51:00
54,CS-054,80.12,USD,pending,2026-09-14T17:23:00
55,CS-055,115.46,USD,pending,2026-09-14T14:55:00
56,CS-056,392.76,USD,declined,2026-09-14T13:50:00
57,CS-057,261.01,USD,approved,2026-09-14T19:34:00
58,CS-058,138.79,USD,declined,2026-09-14T19:49:00
59,CS-059,33.26,USD,declined,2026-09-14T12:49:00
60,CS-060,250.17,USD,approved,2026-09-14T10:17:00
61,CS-061,178.96,USD,approved,2026-09-14T14:41:00
62,CS-062,73.07,USD,declined,2026-09-14T23:00:00
63,CS-063,100.3,USD,declined,2026-09-14T17:35:00
64,CS-064,172.5,USD,declined,2026-09-14T01:25:00
65,CS-065,52.33,USD,approved,2026-09-14T23:12:00
66,CS-066,367.66,USD,approved,2026-09-14T07:08:00
67,CS-067,389.38,USD,declined,2026-09-14T05:31:00
68,CS-068,440.03,USD,pending,2026-09-14T22:54:00
69,CS-069,375.22,USD,approved,2026-09-14T01:20:00
70,CS-070,466.95,USD,pending,2026-09-14T17:00:00
71,CS-071,119.89,USD,declined,2026-09-14T21:24:00
72,CS-072,262.74,USD,pending,2026-09-14T13:32:00
73,CS-073,234.65,USD,approved,2026-09-14T15:49:00
74,CS-074,319.49,USD,declined,2026-09-14T21:41:00
75,CS-075,164.44,USD,approved,2026-09-14T17:10:00
76,CS-076,67.98,USD,approved,2026-09-14T16:43:00
77,CS-077,288.48,USD,approved,2026-09-14T23:03:00
78,CS-078,38.39,USD,pending,2026-09-14T19:38:00
79,CS-079,119.58,USD,declined,2026-09-14T11:17:00
80,CS-080,285.65,USD,pending,2026-09-14T03:59:00
81,CS-081,9.36,USD,pending,2026-09-14T20:01:00
82,CS-082,348.94,USD,declined,2026-09-14T13:23:00
83,CS-083,31.47,USD,declined,2026-09-14T18:28:00
84,CS-084,367.39,USD,approved,2026-09-14T07:00:00
85,CS-085,411.91,USD,declined,2026-09-14T19:32:00
86,CS-086,115.14,USD,declined,2026-09-14T01:03:00
87,CS-087,397.03,USD,pending,2026-09-14T01:27:00
88,CS-088,257.25,USD,approved,2026-09-14T22:25:00
89,CS-089,378.16,USD,declined,2026-09-14T05:06:00
90,CS-090,244.04,USD,approved,2026-09-14T10:55:00
91,CS-091,163.95,USD,declined,2026-09-14T01:15:00
92,CS-092,314.74,USD,approved,2026-09-14T11:18:00
93,CS-093,415.61,USD,approved,2026-09-14T12:31:00
94,CS-094,329.4,USD,declined,2026-09-14T17:20:00
95,CS-095,258.07,USD,pending,2026-09-14T11:36:00
96,CS-096,183.57,USD,pending,2026-09-14T11:50:00
97,CS-097,369.5,USD,approved,2026-09-14T14:33:00
98,CS-098,108.09,USD,approved,2026-09-14T15:24:00
99,CS-099,155.29,USD,approved,2026-09-14T18:18:00
100,CS-100,41.22,USD,pending,2026-09-14T07:45:00
