txn_id,customer_id,amount,currency,status,created_at
57,CS-057,378.62,USD,approved,2026-09-11T10:24:00
58,CS-058,77.15,USD,declined,2026-09-11T01:35:00
59,CS-059,212.12,USD,approved,2026-09-11T23:53:00
60,CS-060,39.69,USD,approved,2026-09-11T08:32:00
61,CS-061,166.34,USD,pending,2026-09-11T10:47:00
62,CS-062,300.23,USD,pending,2026-09-11T03:29:00
63,CS-063,446.2,USD,declined,2026-09-11T09:22:00
64,CS-064,287.49,USD,approved,2026-09-11T13:25:00
65,CS-065,257.25,USD,approved,2026-09-11T06:15:00
66,CS-066,96.49,USD,pending,2026-09-11T09:20:00
67,CS-067,226.94,USD,declined,2026-09-11T11:36:00
68,CS-068,21.79,USD,approved,2026-09-11T14:32:00
69,CS-069,147.9,USD,pending,2026-09-11T09:29:00
70,CS-070,93.21,USD,pending,2026-09-11T23:00:00
71,CS-071,22.18,USD,declined,2026-09-11T15:36:00
72,CS-072,415.61,USD,pending,2026-09-11T18:02:00
73,CS-073,21.35,USD,declined,2026-09-11T09:26:00
74,CS-074,91.17,USD,declined,2026-09-11T12:07:00
75,CS-075,54.9,USD,declined,2026-09-11T18:19:00
76,CS-076,422.39,USD,pending,2026-09-11T10:17:00
77,CS-077,65.87,USD,pending,2026-09-11T05:52:00
78,CS-078,46.55,USD,pending,2026-09-11T23:20:00
79,CS-079,147.61,USD,pending,2026-09-11T20:48:00
80,CS-080,384.73,USD,declined,2026-09-11T20:31:00
81,CS-081,128.19,USD,approved,2026-09-11T22:44:00
82,CS-082,69.13,USD,approved,2026-09-11T10:02:00
83,CS-083,431.48,USD,declined,2026-09-11T23:21:00
84,CS-084,261.42,USD,pending,2026-09-11T01:05:00
85,CS-085,132.41,USD,declined,2026-09-11T13:36:00
86,CS-086,494.16,USD,approved,2026-09-11T22:33:00
87,CS-087,21.69,USD,pending,2026-09-11T17:45:00
88,CS-088,321.78,USD,declined,2026-09-11T08:29:00
89,CS-089,127.52,USD,approved,2026-09-11T05:55:00
90,CS-090,457.17,USD,approved,2026-09-11T20:49:00
91,CS-091,488.59,USD,declined,2026-09-11T18:19:00
92,CS-092,384.31,USD,pending,2026-09-11T17:19:00
93,CS-093,341.9,USD,declined,2026-09-11T09:19:00
94,CS-094,494.42,USD,pending,2026-09-11T14:35:00
95,CS-095,56.79,USD,pending,2026-09-11T17:48:00
96,CS-096,262.19,USD,declined,2026-09-11T06:33:00
97,CS-097,239.48,USD,declined,2026-09-11T13:16:00
98,CS-098,422.2,USD,declined,2026-09-11T00:01:00
99,CS-099,142.93,USD,declined,2026-09-11T07:18:00
100,CS-100,300.6,USD,pending,2026-09-11T13:04:00
