txn_id,customer_id,amount,currency,status,created_at
60,CS-060,410.36,USD,pending,2026-09-15T10:50:00
61,CS-061,138.91,USD,approved,2026-09-15T14:29:00
62,CS-062,85.79,USD,approved,2026-09-15T13:04:00
63,CS-063,444.82,USD,declined,2026-09-15T01:11:00
64,CS-064,488.64,USD,declined,2026-09-15T23:10:00
65,CS-065,331.27,USD,approved,2026-09-15T23:27:00
66,CS-066,254.64,USD,pending,2026-09-15T04:35:00
67,CS-067,369.6,USD,declined,2026-09-15T13:37:00
68,CS-068,225.9,USD,pending,2026-09-15T19:38:00
69,CS-069,16.06,USD,declined,2026-09-15T04:48:00
70,CS-070,28.36,USD,approved,2026-09-15T19:36:00
71,CS-071,222.46,USD,pending,2026-09-15T23:56:00
72,CS-072,268.42,USD,approved,2026-09-15T16:26:00
73,CS-073,44.39,USD,declined,2026-09-15T02:21:00
74,CS-074,140.23,USD,declined,2026-09-15T18:11:00
75,CS-075,271.32,USD,approved,2026-09-15T10:18:00
76,CS-076,71.42,USD,pending,2026-09-15T17:11:00
77,CS-077,232.2,USD,declined,2026-09-15T02:22:00
78,CS-078,179.05,USD,declined,2026-09-15T16:26:00
79,CS-079,354.88,USD,pending,2026-09-15T21:34:00
80,CS-080,37.63,USD,pending,2026-09-15T02:03:00
81,CS-081,323.23,USD,pending,2026-09-15T10:26:00
82,CS-082,247.01,USD,pending,2026-09-15T22:30:00
83,CS-083,204.89,USD,approved,2026-09-15T17:49:00
84,CS-084,223.9,USD,pending,2026-09-15T09:51:00
85,CS-085,218.0,USD,pending,2026-09-15T01:26:00
86,CS-086,362.05,USD,pending,2026-09-15T01:27:00
87,CS-087,246.88,USD,declined,2026-09-15T09:21:00
88,CS-088,240.51,USD,approved,2026-09-15T03:47:00
89,CS-089,51.97,USD,declined,2026-09-15T17:35:00
90,CS-090,2.85,USD,pending,2026-09-15T04:41:00
91,CS-091,428.79,USD,approved,2026-09-15T01:38:00
92,CS-092,298.7,USD,pending,2026-09-15T23:59:00
93,CS-093,179.6,USD,approved,2026-09-15T16:31:00
94,CS-094,150.15,USD,pending,2026-09-15T12:00:00
95,CS-095,480.08,USD,approved,2026-09-15T12:08:00
96,CS-096,254.16,USD,approved,2026-09-15T07:32:00
97,CS-097,467.25,USD,declined,2026-09-15T18:27:00
98,CS-098,326.06,USD,declined,2026-09-15T04:20:00
99,CS-099,366.05,USD,approved,2026-09-15T18:31:00
100,CS-100,497.27,USD,pending,2026-09-15T04:00:00
