txn_id,customer_id,amount,currency,status,created_at
52,CS-052,445.26,USD,declined,2026-09-13T00:39:00
53,CS-053,77.01,USD,approved,2026-09-13T04:30:00
54,CS-054,169.15,USD,declined,2026-09-13T08:14:00
55,CS-055,60.16,USD,declined,2026-09-13T19:26:00
56,CS-056,41.8,USD,pending,2026-09-13T07:48:00
57,CS-057,383.32,USD,declined,2026-09-13T18:42:00
58,CS-058,77.67,USD,declined,2026-09-13T12:18:00
59,CS-059,314.01,USD,declined,2026-09-13T18:57:00
60,CS-060,357.82,USD,approved,2026-09-13T22:08:00
61,CS-061,415.15,USD,pending,2026-09-13T09:18:00
62,CS-062,341.0,USD,declined,2026-09-13T10:02:00
63,CS-063,36.42,USD,pending,2026-09-13T11:09:00
64,CS-064,23.84,USD,approved,2026-09-13T16:01:00
65,CS-065,416.75,USD,approved,2026-09-13T13:56:00
66,CS-066,496.02,USD,declined,2026-09-13T22:15:00
67,CS-067,114.07,USD,declined,2026-09-13T06:16:00
68,CS-068,310.58,USD,approved,2026-09-13T00:16:00
69,CS-069,316.02,USD,declined,2026-09-13T23:38:00
70,CS-070,372.37,USD,approved,2026-09-13T16:26:00
71,CS-071,87.0,USD,pending,2026-09-13T23:31:00
72,CS-072,162.49,USD,approved,2026-09-13T01:51:00
73,CS-073,444.98,USD,pending,2026-09-13T17:55:00
74,CS-074,243.46,USD,declined,2026-09-13T23:26:00
75,CS-075,316.42,USD,declined,2026-09-13T21:48:00
76,CS-076,111.78,USD,pending,2026-09-13T02:11:00
77,CS-077,213.62,USD,pending,2026-09-13T18:37:00
78,CS-078,159.96,USD,approved,2026-09-13T04:38:00
79,CS-079,338.59,USD,declined,2026-09-13T17:33:00
80,CS-080,178.73,USD,declined,2026-09-13T15:13:00
81,CS-081,239.08,USD,declined,2026-09-13T00:24:00
82,CS-082,11.28,USD,approved,2026-09-13T20:28:00
83,CS-083,67.96,USD,approved,2026-09-13T12:16:00
84,CS-084,307.16,USD,pending,2026-09-13T22:06:00
85,CS-085,209.08,USD,declined,2026-09-13T02:39:00
86,CS-086,202.66,USD,pending,2026-09-13T03:24:00
87,CS-087,210.66,USD,approved,2026-09-13T02:26:00
88,CS-088,145.73,USD,approved,2026-09-13T23:10:00
89,CS-089,48.52,USD,pending,2026-09-13T00:36:00
90,CS-090,449.1,USD,declined,2026-09-13T03:54:00
91,CS-091,355.25,USD,pending,2026-09-13T00:45:00
92,CS-092,69.75,USD,pending,2026-09-13T07:45:00
93,CS-093,223.37,USD,pending,2026-09-13T16:38:00
94,CS-094,95.74,USD,pending,2026-09-13T19:41:00
95,CS-095,477.5,USD,approved,2026-09-13T16:19:00
96,CS-096,255.26,USD,approved,2026-09-13T05:12:00
97,CS-097,20.62,USD,declined,2026-09-13T20:01:00
98,CS-098,71.1,USD,declined,2026-09-13T11:18:00
99,CS-099,206.63,USD,pending,2026-09-13T03:48:00
100,CS-100,64.12,USD,approved,2026-09-13T02:57:00
